skuNum,otheLoc,,,,
20059946,9,,,,
13634976,9,,,,
13731586,9,,,,
20032220,9,,,,
39222293,9,,,,
13768764,9,,,,
13801865,9,,,,
13769241,9,,,,
13769242,9,,,,
